# timestamp wx wy wz ax ay az
1455210114005812992 -0.0117382034154356 0.0116284039468527 0.0095750707937269 -0.0090112700219154 0.3576206113532067 -0.0129565776732445
1455210114025629440 -0.0106493353826625 0.0109526081781175 0.0095744569350956 -0.0109832691830635 0.3573500104515075 -0.0102275057605743
1455210114036406016 -0.0099629721907219 0.0092356469180547 0.0092296548056020 -0.0130176485202789 0.3605150328180313 -0.0134470149195671
1455210114052529664 -0.0089364061484901 0.0072671580825172 0.0087900334886572 -0.0073375360144615 0.3574858252816200 -0.0180228580237389
1455210114067955456 -0.0084304548098552 0.0069848257227135 0.0072212891274822 -0.0120406084912300 0.3577599800764084 -0.0153622266100883
1455210114084186880 -0.0068007933019058 0.0061354477772880 0.0065752288838982 -0.0121510784522057 0.3575479435918807 -0.0155391169624329
1455210114099874304 -0.0044238128394053 0.0061728878274729 0.0054714751122122 -0.0067024927288055 0.3565640015283585 -0.0124194160851479
1455210114116025344 -0.0029423788829881 0.0061527956086288 0.0039981105338978 -0.0117264256374359 0.3522777071874618 -0.0169690913133621
1455210114132239616 -0.0008307145125062 0.0056849487788707 0.0028157389152521 -0.0177464586648941 0.3604370342170715 -0.0174266456962585
1455210114148140800 0.0000509902138112 0.0049802657017914 0.0014119161309024 -0.0129362082544327 0.3587127975183487 -0.0152403841912270
1455210114164677120 0.0001278423849682 0.0041441875828497 -0.0007149602157259 -0.0111668932275772 0.3620350141876220 -0.0089098905453682
1455210114181494016 0.0013929517607800 0.0026959765610312 -0.0021555186441521 -0.0181013990610123 0.3585318669507027 -0.0118287403490067
1455210114195902464 0.0013565823013533 0.0013771472312909 -0.0038013322241129 -0.0163718689320564 0.3605752806582451 -0.0095142394175529
1455210114212885248 0.0016539974739906 0.0005351049630880 -0.0060461333438100 -0.0189646771018028 0.3691260035451889 -0.0099131171550751
1455210114227810304 0.0018774793000257 -0.0005530360267075 -0.0074273845063407 -0.0193742913373947 0.3655254048188210 -0.0109004634740829
1455210114244092928 0.0026735394288473 -0.0014019865347780 -0.0083915060789128 -0.0244884744257927 0.3612094822323799 -0.0099560070332527
1455210114259915520 0.0040117339344541 -0.0014872409791742 -0.0096776104851782 -0.0212396362964630 0.3579822293273925 -0.0106227734909058
1455210114275869952 0.0055649081243160 -0.0013438177702485 -0.0106464365318160 -0.0186355678970337 0.3561914600090980 -0.0068120461594582
1455210114292529152 0.0070171192140918 -0.0012714516939478 -0.0118136534322786 -0.0181879270053864 0.3614183950319290 -0.0107586631398201
1455210114307929088 0.0082793723496345 -0.0011449355632025 -0.0131948713052957 -0.0168190609108925 0.3568659702127456 -0.0055862149094582
1455210114323797760 0.0087984251092520 -0.0011006498574356 -0.0148840677794139 -0.0254917758543015 0.3601019020987510 -0.0078204352664948
1455210114339833088 0.0097861289732768 -0.0016968717043798 -0.0155606944544092 -0.0184275716278076 0.3559826407330512 -0.0051463364685059
1455210114356108032 0.0101532590453497 -0.0025947511395778 -0.0154490427572882 -0.0243214227458954 0.3629486265773773 -0.0095152120619774
1455210114375303936 0.0108945752348036 -0.0031357550044803 -0.0148131211679742 -0.0214073987549782 0.3561224209596634 -0.0086584619616508
1455210114387973888 0.0121702387180153 -0.0040004021840158 -0.0134243079595282 -0.0211145205550194 0.3614331343358994 -0.0075823057248116
1455210114403967488 0.0125885081409205 -0.0050140332528331 -0.0111919251599942 -0.0205475436743736 0.3534145975867271 -0.0076028808953285
1455210114420756992 0.0133969626214553 -0.0069753035902359 -0.0091001106606973 -0.0236703682366371 0.3575157902117729 -0.0135297645144463
1455210114435902208 0.0140064643211752 -0.0084139099215831 -0.0061058547312550 -0.0257161013270378 0.3613368051284790 -0.0106147117650032
1455210114452957952 0.0138660438263786 -0.0097035044004571 -0.0036460020219535 -0.0230379623137474 0.3544793252515793 -0.0091591493838310
1455210114468726784 0.0136411425354825 -0.0109908911187874 -0.0007436464554077 -0.0211480580829620 0.3545943965688705 -0.0129420815303802
1455210114484117248 0.0130347727132045 -0.0125329905532561 0.0021353292199283 -0.0219807352337837 0.3525169028970718 -0.0099937718235016
1455210114500404224 0.0127508730830993 -0.0142252842837221 0.0050213875721833 -0.0130008891086578 0.3537040715312004 -0.0114157031532288
1455210114515960576 0.0123028108770795 -0.0149153159800643 0.0076071172535685 -0.0230854348435402 0.3537604474984168 -0.0122020861703873
1455210114531839744 0.0115441828089595 -0.0169268428303981 0.0097019784091525 -0.0186154229346275 0.3556294772834777 -0.0134189017547607
1455210114548413696 0.0094338806453753 -0.0181421684043725 0.0110164947495074 -0.0070870239610672 0.3452311789029121 -0.0103482446021080
1455210114564197376 0.0076419833585598 -0.0190344631907646 0.0117685274991878 -0.0164993601704597 0.3576638379159927 -0.0111609264281273
1455210114581741824 0.0066896183106198 -0.0192381683825448 0.0123618811216380 -0.0142146184174538 0.3574951028130531 -0.0118056774533272
1455210114595898112 0.0056454021682636 -0.0198032818447958 0.0122404010285140 -0.0100115599936485 0.3551035198109627 -0.0088871269248962
1455210114612827392 0.0035214286672234 -0.0202735082089878 0.0122811713616420 -0.0087672297948837 0.3591625333364487 -0.0083075056667328
1455210114627952384 0.0017195125683871 -0.0208613743880119 0.0115892328419593 -0.0100287309086800 0.3594748270154953 -0.0111402016200066
1455210114644167424 0.0000187699593629 -0.0210575694655180 0.0110166279075619 -0.0094125980751991 0.3653578855214119 -0.0078294135227203
1455210114664900608 -0.0013919943543681 -0.0207840321952143 0.0110403540097134 -0.0098936268571854 0.3614460779886245 -0.0093973537443161
1455210114676430080 -0.0028017639774319 -0.0208665941837484 0.0103769512611109 -0.0108536643135071 0.3568016821572303 -0.0115326449405670
1455210114691837440 -0.0046546662953378 -0.0208808540798053 0.0093697863474203 -0.0092462758786201 0.3618476492030143 -0.0113823713769913
1455210114708478464 -0.0058113104462728 -0.0204895491629372 0.0079599528084904 -0.0054584056911469 0.3588505576373101 -0.0103818195394516
1455210114724247552 -0.0075713842896424 -0.0197307759525378 0.0063823321314021 -0.0038749966822624 0.3533670315334320 -0.0083435309198380
1455210114741064704 -0.0086691246435870 -0.0193783438665211 0.0044358769591434 -0.0083369468652725 0.3622792227569580 -0.0072732292542458
1455210114756025344 -0.0093366126813018 -0.0181043448589906 0.0028569140488658 -0.0117887309947014 0.3546053201139450 -0.0076565446809769
1455210114772008448 -0.0089226922004567 -0.0164054345047964 0.0008322911038716 -0.0007075614093781 0.3482964116924286 -0.0087497596046448
1455210114788696832 -0.0091548759053537 -0.0154554063807129 -0.0005842496062638 -0.0050185459548950 0.3533104685192108 -0.0072672811594963
1455210114804053760 -0.0086351959712994 -0.0138468051506638 -0.0024613587268979 -0.0065606549851418 0.3546956077031135 -0.0058403556747437
1455210114819906816 -0.0081068234794472 -0.0119109746595739 -0.0037970791558521 -0.0058235588537216 0.3554364073652267 -0.0098031335163116
1455210114836372480 -0.0067332648577252 -0.0098013942126451 -0.0050602524135514 -0.0064550108368874 0.3467220744632721 -0.0047707647877693
1455210114852052224 -0.0061218616609869 -0.0079960519570664 -0.0071276656993604 -0.0070371198202133 0.3512010646284103 -0.0083683333526611
1455210114868071168 -0.0055157661443013 -0.0059722213024965 -0.0094194982439083 -0.0032381577453613 0.3615599709097862 -0.0067975126071930
1455210114884049920 -0.0052420650895905 -0.0044107513658390 -0.0114437856306052 -0.0177032882162094 0.3628557390348434 -0.0073056445001602
1455210114900137728 -0.0058459661615380 -0.0033493325344214 -0.0134221707727534 -0.0092902319247246 0.3560545977157593 -0.0055292216871262
1455210114917076224 -0.0051298341549324 -0.0017901875373956 -0.0150319850726791 -0.0134769985544205 0.3536267275947571 -0.0075695304143906
1455210114931788544 -0.0045623771109222 -0.0003378193211155 -0.0164709256307430 -0.0076580971711159 0.3524356870876312 -0.0049301475404739
1455210114948430592 -0.0046276418681762 0.0010613762208402 -0.0170294104850408 -0.0197625635097504 0.3614472376800537 -0.0076780550865173
1455210114964050176 -0.0049957479887886 0.0021468939969619 -0.0181739958425600 -0.0145072534563065 0.3506203397929191 -0.0058243631558418
1455210114979869696 -0.0045392129357607 0.0029720571501759 -0.0188909787291338 -0.0127821002272606 0.3527889814701080 -0.0117086561719894
1455210114995872256 -0.0053770101251860 0.0034522304210394 -0.0194445527143815 -0.0046245501441956 0.3529795823678970 -0.0138211837477684
1455210115011996928 -0.0064251331248614 0.0032791888660504 -0.0195066536362605 -0.0117280903557777 0.3540486495232582 -0.0157727012619019
1455210115029670656 -0.0084100643169690 0.0028678396672378 -0.0199573923191759 -0.0127673235138893 0.3575661806748390 -0.0139376018034935
1455210115044145664 -0.0111405461246638 0.0022841320142559 -0.0207502167072731 -0.0112160865898132 0.3628307869644165 -0.0146234470556259
1455210115060468736 -0.0136198359151813 0.0020557979087147 -0.0215815863574074 -0.0096621374841690 0.3638002889991760 -0.0108484082926750
1455210115077389312 -0.0147917972371259 0.0023350729595869 -0.0223305591349953 -0.0089149595191956 0.3600750795582771 -0.0118752963484764
1455210115092744704 -0.0155444105559239 0.0026204040387780 -0.0214735831909798 -0.0083029230151176 0.3497428648844719 -0.0143815204597473
1455210115108646912 -0.0158706397999754 0.0027122271700029 -0.0205670950875581 -0.0036077626266479 0.3451518148588181 -0.0146860142786980
1455210115124018432 -0.0166048133913857 0.0026487706991290 -0.0193767512961892 -0.0115287543628693 0.3531821916833877 -0.0130808142937660
1455210115139914752 -0.0176942486774709 0.0018767575833703 -0.0174742049924031 -0.0136737720033646 0.3523221121463775 -0.0155723739198685
1455210115156992512 -0.0184118241173873 0.0010930452009429 -0.0153532821423917 -0.0089932948047638 0.3487203163191795 -0.0170763066564560
1455210115172234496 -0.0198204951865015 0.0001327212960852 -0.0128091470424919 -0.0042978538457870 0.3551360285803795 -0.0159391730960846
1455210115188122368 -0.0207983799755871 -0.0009716942711318 -0.0108946817612472 -0.0076895771820068 0.3545056053557396 -0.0158757641614914
1455210115204160768 -0.0213122888395592 -0.0010155352289966 -0.0096340664697749 -0.0114459112444878 0.3615915257394791 -0.0121084504398346
1455210115219741184 -0.0214824834753429 -0.0005414046706466 -0.0082091940601693 -0.0109692032483101 0.3570106884802818 -0.0116009170972824
1455210115235990528 -0.0216593173717241 -0.0002151288212761 -0.0069464602240498 -0.0121828390336037 0.3629720074529648 -0.0128433955307007
1455210115251825408 -0.0209602242697729 0.0010987989604780 -0.0045038075406486 -0.0043154549689293 0.3580851051799774 -0.0143611697456360
1455210115267896064 -0.0199499687576373 0.0020793229422039 -0.0032759477990037 -0.0050252235329628 0.3559606814146996 -0.0120482213043213
1455210115283992832 -0.0191454957029322 0.0037681772001220 -0.0029367209972522 -0.0048798131915092 0.3604703472886086 -0.0115590372729301
1455210115299774208 -0.0190029832950993 0.0056538177573082 -0.0027238705102887 -0.0113887683845520 0.3684468732805252 -0.0119815390471458
1455210115317094144 -0.0190271048766727 0.0066124838443873 -0.0031414754745018 -0.0041914428048134 0.3696328635185242 -0.0140930939785004
1455210115331759104 -0.0199134275243203 0.0075864524550900 -0.0037962069705951 -0.0005386953735352 0.3652289353163719 -0.0124775502942085
1455210115347801344 -0.0213562469765120 0.0087430420112227 -0.0039123114730587 0.0018359411699295 0.3670232772324561 -0.0134351748441696
1455210115364164608 -0.0218376639436046 0.0090847016106301 -0.0037331126896295 -0.0022657564820290 0.3680352015278816 -0.0143509008650780
1455210115379949312 -0.0228598078068462 0.0086374476740011 -0.0022697642601749 0.0010491653540611 0.3621460826990127 -0.0174178170776367
1455210115396505856 -0.0246451750226688 0.0086478073706415 -0.0014666973545253 -0.0050837505407333 0.3721626368476867 -0.0137104519209862
1455210115411902464 -0.0256444117057942 0.0088054159071135 -0.0014574788224120 0.0007175871288300 0.3741021272394180 -0.0167920139140129
1455210115427858176 -0.0260931916337278 0.0087282255144981 -0.0014375730248442 -0.0006487538311005 0.3700666442271232 -0.0174431245373726
1455210115444134912 -0.0272116340704062 0.0086764496681653 -0.0011055913528382 0.0003250689894676 0.3678157766866684 -0.0180175458888054
1455210115460877824 -0.0277935387633301 0.0086838292875459 -0.0009718540607972 -0.0029680992799759 0.3692265226055145 -0.0175977562961578
1455210115475845632 -0.0279192745878761 0.0082010075029783 -0.0008094385185576 -0.0010192752427101 0.3678200974724770 -0.0213807258521080
1455210115492002048 -0.0278321838939083 0.0086300866967481 -0.0009953085205175 0.0040307881324768 0.3627215515136719 -0.0193411279034615
1455210115509277696 -0.0269313843025750 0.0083109893980959 -0.0006841101576585 -0.0008097825974464 0.3616730221194267 -0.0158164515563011
1455210115524299776 -0.0258348077500267 0.0084813771130586 -0.0004386212999555 -0.0065747209198952 0.3640713575183868 -0.0158278801282883
1455210115539975168 -0.0231542642075125 0.0092682759677303 -0.0006405701369968 -0.0050296191375732 0.3669052505724907 -0.0109775642494202
1455210115556043264 -0.0197815664292673 0.0104149172856110 -0.0002973139725159 -0.0005700444515228 0.3582447497984886 -0.0119218897573471
1455210115574279680 -0.0159997298759142 0.0124147808219508 -0.0003402108397744 -0.0072191165557861 0.3605617197504044 -0.0108073327704430
1455210115588891904 -0.0133986790287778 0.0130697227077701 -0.0009621867860402 -0.0066675710530281 0.3631315772526741 -0.0109230587522507
1455210115611501056 -0.0103971446800764 0.0140082752707164 -0.0015149937808939 -0.0085509473433495 0.3618744343340874 -0.0108399537680626
1455210115621733120 -0.0080430061502456 0.0140678848053957 -0.0008063439253709 -0.0044206876137733 0.3606645768982887 -0.0134562550415993
1455210115635950336 -0.0060797517578306 0.0135729709378986 -0.0007405065884825 -0.0088546929742813 0.3643564545629501 -0.0120227829116821
1455210115653718016 -0.0034050738276173 0.0136890514719124 -0.0009433262792002 -0.0075916393703461 0.3664084724327087 -0.0133388643414497
1455210115667716864 -0.0017456807892582 0.0127319153708796 -0.0011614751251524 -0.0047098622830391 0.3640503708444595 -0.0158037884740829
1455210115684616448 -0.0010382599825783 0.0118480375051126 -0.0018311988866023 -0.0074462664382935 0.3696589378709793 -0.0117939870155334
1455210115703488512 -0.0001471676134183 0.0105769719695229 -0.0023105718775582 -0.0070583309505463 0.3672149817075729 -0.0175115650363922
